거미,판매처,채널,최초관측일,최초가,현재가,변동횟수,가격추이,최근변동일,재고,URL
메리아나이 핑크토,타란툴라코리아,자사몰,2026-06-02,45000,45000,0,,,재고,https://tarantulakorea.com/product/메리아나이-핑크토-유체/600/category/67/display/1/
메탈릭 그린 피머 술라나,타란툴라코리아,네이버,2026-06-02,5000,5000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10527637975
메탈릭 그린피머,거미랑,자사몰,2026-06-02,20000,20000,0,,,품절,https://theraphosidae.co.kr/product/메탈릭-그린피머-유체/683/category/24/display/1/
메탈릭 그린피머,타란센터,자사몰,2026-06-02,15000,15000,0,,,재고,https://tarancenter.com/product/메탈릭-그린피머-아성체-thrixopelma-sp-sullana/598/category/51/display/1/
메탈릭 그린피머,타란센터,자사몰,2026-06-02,50000,50000,0,,,품절,https://tarancenter.com/product/메탈릭-그린피머-암컷-준성체-10cm-thrixopelma-sp-sullana/948/category/51/display/1/
메탈릭 핑크토,거미랑,자사몰,2026-06-02,35000,35000,0,,,품절,https://theraphosidae.co.kr/product/메탈릭-핑크토-유체/1389/category/24/display/1/
메탈릭 핑크토,거미랑,자사몰,2026-06-02,35000,35000,0,,,품절,https://theraphosidae.co.kr/product/메탈릭-핑크토-유체/1433/category/24/display/1/
메탈릭 핑크토,거미랑,자사몰,2026-06-02,28000,28000,0,,,품절,https://theraphosidae.co.kr/product/메탈릭-핑크토-유체/42/category/24/display/1/
메탈릭 핑크토,더쥬 송파점,네이버,2026-06-02,25000,25000,0,,,재고,https://smartstore.naver.com/tzblossom/products/11003518319
메탈릭 핑크토,타란센터,네이버,2026-06-02,25000,25000,0,,,재고,https://smartstore.naver.com/tarancenter/products/10981398926
메탈릭 핑크토,타란센터,자사몰,2026-06-02,25000,25000,0,,,품절,https://tarancenter.com/product/메탈릭-핑크토-유체-avicularia-metallica/1125/category/51/display/1/
메탈릭 핑크토,타란센터,자사몰,2026-06-02,25000,25000,0,,,재고,https://tarancenter.com/product/메탈릭-핑크토-유체-avicularia-metallica/1320/category/51/display/1/
메탈릭 핑크토,타란툴라코리아,네이버,2026-06-02,25000,25000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10593080418
메탈릭 핑크토,타란툴라코리아,자사몰,2026-06-02,25000,25000,0,,,재고,https://tarantulakorea.com/product/메탈릭-핑크토-유체/217/category/67/display/1/
메탈릭그린피머 타란튤라 애완거미,타란센터,네이버,2026-06-02,15000,15000,0,,,재고,https://smartstore.naver.com/tarancenter/products/10833679303
멕시칸 블랙벨벳,타란센터,자사몰,2026-06-02,15000,15000,0,,,품절,https://tarancenter.com/product/멕시칸-블랙벨벳-유체-aphonopelma-caniceps/1116/category/51/display/1/
멕시칸 블랙벨벳,타란툴라코리아,네이버,2026-06-02,15000,15000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/10560239759
멕시칸 블러드렉,거미랑,네이버,2026-06-02,35000,35000,0,,,재고,https://smartstore.naver.com/terrafactory/products/5970932427
멕시칸 블러드렉,거미랑,자사몰,2026-06-02,50000,50000,0,,,품절,https://theraphosidae.co.kr/product/멕시칸-블러드렉-유체/1133/category/24/display/1/
멕시칸 블러드렉,거미랑,자사몰,2026-06-02,35000,35000,0,,,재고,https://theraphosidae.co.kr/product/멕시칸-블러드렉-유체/40/category/24/display/1/
멕시칸 블러드렉,더쥬 송파점,네이버,2026-06-02,25000,25000,0,,,재고,https://smartstore.naver.com/tzblossom/products/9344222334
멕시칸 블러드렉,타란센터,네이버,2026-06-02,34000,34000,0,,,재고,https://smartstore.naver.com/tarancenter/products/11403674211
멕시칸 블러드렉,타란센터,자사몰,2026-06-02,35000,35000,0,,,재고,https://tarancenter.com/product/아포노펠마-멕시칸-블러드렉-유체-aphonopelma-bicoloratum/1003/category/51/display/1/
멕시칸 블러드렉,타란툴라코리아,네이버,2026-06-02,30000,30000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10569163189
멕시칸 블러드렉,타란툴라코리아,자사몰,2026-06-02,30000,30000,0,,,재고,https://tarantulakorea.com/product/블러드렉-유체/490/category/24/display/1/
멕시칸 블루피머,타란툴라코리아,네이버,2026-06-02,30000,30000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10567632227
멕시칸 블루피머,타란툴라코리아,자사몰,2026-06-02,30000,30000,0,,,재고,https://tarantulakorea.com/product/멕시칸-블루피머-유체/189/category/24/display/1/
멕시칸 제이드 푸에고,거미랑,자사몰,2026-06-02,340000,340000,0,,,품절,https://theraphosidae.co.kr/product/멕시칸-제이드-푸에고-유체/1633/category/24/display/1/
멕시칸 제이드 푸에고,거미랑,자사몰,2026-06-02,340000,340000,0,,,품절,https://theraphosidae.co.kr/product/멕시칸-제이드-푸에고-유체/461/category/24/display/1/
멕시칸 제이드 푸에고 무레이,타란툴라코리아,자사몰,2026-06-02,220000,220000,0,,,품절,https://tarantulakorea.com/product/멕시칸-제이드-푸에고-무레이-유체/499/category/24/display/1/
멕시칸 하프앤하프,더쥬 송파점,네이버,2026-06-02,35000,35000,0,,,품절,https://smartstore.naver.com/tzblossom/products/10302835676
멕시칸 하프앤하프,타란센터,자사몰,2026-06-02,35000,35000,0,,,품절,https://tarancenter.com/product/멕시칸-하프앤-하프-빅토리-유체-psalmopoeus-victori/1036/category/51/display/1/
멕시칸 하프앤하프,타란센터,자사몰,2026-06-02,35000,35000,0,,,품절,https://tarancenter.com/product/멕시칸-하프앤하프-유체-ex빅토리-psalmopoeus-victori/1256/category/51/display/1/
멕시칸 하프앤하프,타란센터,자사몰,2026-06-02,90000,90000,0,,,품절,https://tarancenter.com/product/멕시칸-하프하프-빅토리-8cm-암컷-psalmopoeus-victori/1005/category/51/display/1/
멕시칸 하프앤하프,타란센터,자사몰,2026-06-02,50000,50000,0,,,품절,https://tarancenter.com/product/멕시칸-하프하프빅토리-유체-psalmopoeus-victori/603/category/51/display/1/
멕시칸블랙벨벳 타란튤라 애완거미,타란센터,네이버,2026-06-02,15000,15000,0,,,품절,https://smartstore.naver.com/tarancenter/products/10824874888
멕시칸하프앤하프 빅토리 타란튤라,타란센터,네이버,2026-06-02,35000,35000,0,,,품절,https://smartstore.naver.com/tarancenter/products/11176224727
멘도사,타란툴라코리아,자사몰,2026-06-02,80000,80000,0,,,재고,https://tarantulakorea.com/product/멘도사-유체/688/category/24/display/1/
모잠비크 혼드 바분,타란툴라코리아,네이버,2026-06-02,8000,8000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10621700674
모잠비크 혼드바분,거미랑,자사몰,2026-06-02,20000,20000,0,,,품절,https://theraphosidae.co.kr/product/모잠비크-혼드바분-유체/1483/category/24/display/1/
모잠비크 혼드바분,거미랑,자사몰,2026-06-02,25000,25000,0,,,품절,https://theraphosidae.co.kr/product/모잠비크-혼드바분-유체대/1608/category/24/display/1/
모잠비크 혼드바분,타란센터,네이버,2026-06-02,80000,80000,0,,,품절,https://smartstore.naver.com/tarancenter/products/13486501370
모잠비크 혼드바분,타란센터,자사몰,2026-06-02,80000,80000,0,,,품절,https://tarancenter.com/product/모잠비크-혼드바분-암컷-성체-ceratogyrus-sp-mozambique/1531/category/51/display/1/
모잠비크 혼드바분,타란센터,자사몰,2026-06-02,10000,10000,0,,,품절,https://tarancenter.com/product/모잠비크-혼드바분-유체-ceratogyrus-sp-mozambique/781/category/51/display/1/
모잠비크 혼드바분,타란툴라코리아,자사몰,2026-06-02,8000,8000,0,,,재고,https://tarantulakorea.com/product/모잠비크-혼드바분-유체/365/category/66/display/1/
미 아칸 레드럼프,거미랑,네이버,2026-06-02,32000,32000,0,,,재고,https://smartstore.naver.com/terrafactory/products/13443081364
미 아칸 레드럼프,거미랑,자사몰,2026-06-02,32000,32000,0,,,재고,https://theraphosidae.co.kr/product/미초아칸-레드럼프-ex탄제리-유체/1818/category/24/display/1/
미 아칸 레드럼프,타란센터,네이버,2026-06-02,25000,25000,0,,,품절,https://smartstore.naver.com/tarancenter/products/10793303556
미 아칸 레드럼프,타란센터,자사몰,2026-06-02,25000,25000,0,,,품절,https://tarancenter.com/product/미초아칸-레드럼프-유체-bonnetina-tanzeri/1087/category/51/display/1/
미 아칸 레드럼프,타란툴라코리아,네이버,2026-06-02,25000,25000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10611965073
미들 이스트 블랙 이집트,거미랑,자사몰,2026-06-02,18000,18000,0,,,품절,https://theraphosidae.co.kr/product/미들-이스트-블랙-이집트-유체/1842/category/24/display/1/
미들 이스트 블랙 이집트,타란센터,자사몰,2026-06-02,18000,18000,0,,,품절,https://tarancenter.com/product/미들-이스트-블랙-이집트-유체-chaetopelma-cf-olivaceum-egypt/1144/category/51/display/1/
미들이스트 블랙 이집트,타란센터,네이버,2026-06-02,18000,18000,0,,,품절,https://smartstore.naver.com/tarancenter/products/11217448495
미들이스트 블랙 이집트,타란툴라코리아,네이버,2026-06-02,18000,18000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/13457312140
미들이스트 블랙 이집트,타란툴라코리아,자사몰,2026-06-02,18000,18000,0,,,재고,https://tarantulakorea.com/product/미들이스트-블랙-이집트-유체/663/category/24/display/1/
미들이스트 블랙 이집트,타란툴라코리아,자사몰,2026-06-02,18000,18000,0,,,재고,https://tarantulakorea.com/product/미들이스트-블랙-이집트-유체/663/category/66/display/1/
민다나오 타이거 센트럴,거미랑,자사몰,2026-06-02,100000,100000,0,,,품절,https://theraphosidae.co.kr/product/민다나오-타이거-센트럴-유체/1212/category/24/display/1/
민다나오 타이거 센트럴,거미랑,자사몰,2026-06-02,35000,35000,0,,,품절,https://theraphosidae.co.kr/product/민다나오-타이거-센트럴-유체/1800/category/24/display/1/
민다나오 타이거 센트럴,거미랑,자사몰,2026-06-02,130000,130000,0,,,품절,https://theraphosidae.co.kr/product/민다나오-타이거-센트럴-유체대/1315/category/24/display/1/
민다나오 타이거 센트럴,타란센터,자사몰,2026-06-02,80000,80000,0,,,품절,https://tarancenter.com/product/민다나오-센트럴-타이거-수리가오-유체-ornithoctoninae-sp-mindanao-central/629/category/51/display/1/
민다나오 타이거 센트럴,타란툴라코리아,자사몰,2026-06-02,60000,60000,0,,,재고,https://tarantulakorea.com/product/민다나오-센트럴-타이거-유체/626/category/67/display/1/
민다나오 타이거 센트럴,타란툴라코리아,자사몰,2026-06-02,60000,60000,0,,,재고,https://tarantulakorea.com/product/민다나오-센트럴-타이거-유체/626/category/67/display/2/
민다나오 타이거 오리엔탈,거미랑,자사몰,2026-06-02,35000,35000,0,,,품절,https://theraphosidae.co.kr/product/민다나오-타이거-오리엔탈-유체/1368/category/24/display/1/
민다나오 타이거 오리엔탈,타란센터,네이버,2026-06-02,35000,35000,0,,,품절,https://smartstore.naver.com/tarancenter/products/12022667822
민다나오 타이거 오리엔탈,타란센터,자사몰,2026-06-02,35000,35000,0,,,품절,https://tarancenter.com/product/민다나오-타이거-오리엔탈-유체-ornithoctoninae-sp-mindanao-oriental/1295/category/51/display/1/
민다니오 센트럴 타이거,타란툴라코리아,네이버,2026-06-02,60000,60000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10613696776
민다니오 타이거 DDO 학명 Ornithoctoninae sp. Davao de oro 습성 나무위성 수명 약 10~20년 사육온도 25~27도 사육습도 60~80% 사이즈 성장 속도 매우 빠름 민다나오 섬에서 발견되는 교목성 어스 타이거 입니다. 임시 학명으로 Ornithoctoninae sp. Davao de oro 사용하고 있으며,타란툴라코리아,네이버,2026-06-02,35000,35000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/10593250969
민다니오 타이거 오리엔탈,타란툴라코리아,네이버,2026-06-02,35000,35000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/12064372720
바비아나 바분,타란툴라코리아,네이버,2026-06-02,35000,35000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/12025908637
바비아나바분,타란툴라코리아,자사몰,2026-06-02,35000,35000,0,,,재고,https://tarantulakorea.com/product/바비아나바분-유체/422/category/66/display/1/
바츠마 타이거,타란툴라코리아,자사몰,2026-06-02,20000,20000,0,,,재고,https://tarantulakorea.com/product/바츠마-타이거-유체/103/category/66/display/1/
바칸타이거,거미랑,자사몰,2026-06-02,80000,80000,0,,,품절,https://theraphosidae.co.kr/product/바칸-타이거-준성체9cm-암컷/1813/category/24/display/1/
바칸타이거,타란툴라코리아,자사몰,2026-06-02,40000,40000,0,,,재고,https://tarantulakorea.com/product/바칸타이거-유체/384/category/66/display/1/
바크마 어스타이거,거미랑,자사몰,2026-06-02,60000,60000,0,,,품절,https://theraphosidae.co.kr/product/바크마-타이거-14-15cm-암컷/138/category/24/display/1/
바크마 어스타이거,거미랑,자사몰,2026-06-02,60000,60000,0,,,품절,https://theraphosidae.co.kr/product/바크마-타이거-15cm-암컷/1426/category/24/display/1/
바크마 어스타이거,거미랑,자사몰,2026-06-02,20000,20000,0,,,품절,https://theraphosidae.co.kr/product/바크마-타이거-dcf-유체/1672/category/24/display/1/
바크마 어스타이거,거미랑,자사몰,2026-06-02,15000,15000,0,,,재고,https://theraphosidae.co.kr/product/바크마-타이거-유체/1673/category/24/display/1/
바크마 어스타이거,거미랑,자사몰,2026-06-02,28000,28000,0,,,품절,https://theraphosidae.co.kr/product/바크마-타이거-유체/56/category/24/display/1/
바크마 어스타이거,거미랑,자사몰,2026-06-02,28000,28000,0,,,품절,https://theraphosidae.co.kr/product/바크마-타이거-유체대아성체-밝은-형태의-개체군/976/category/24/display/1/
바크마 어스타이거,더쥬 송파점,네이버,2026-06-02,10000,10000,0,,,재고,https://smartstore.naver.com/tzblossom/products/10177976106
바크마 어스타이거,더쥬 송파점,네이버,2026-06-02,5000,5000,0,,,재고,https://smartstore.naver.com/tzblossom/products/9728827910
바크마 어스타이거,타란센터,네이버,2026-06-02,15000,15000,0,,,재고,https://smartstore.naver.com/tarancenter/products/11887430936
바크마 어스타이거,타란센터,네이버,2026-06-02,60000,60000,0,,,품절,https://smartstore.naver.com/tarancenter/products/13446710485
